CEO,address,address2,city,companyName,country,description,employees,exchange,industry,issueType,phone,primarySicCode,sector,securityName,state,symbol,tags,website,zip
William Amelio,2211 S 47th St,,Phoenix,Avnet Inc.,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Business to Business Electronic Markets ,cs,14806432000,5065,Wholesale Trade,Avnet Inc.,Arizona,AVT,"['Distribution Services', 'Electronics Distributors', 'Wholesale Trade', 'Business to Business Electronic Markets ']",https://www.avnet.com/,85034-6403
Michael Stubblefield,"Radnor Corporate Center, Building One","Suite 200, 100 Matsonford Road",Radnor,Avantor Inc.,US,"Avantor®, a Fortune 500 company, is a leading global provider of mission-critical products and services to customers in the biopharma, healthcare, education & government, and advanced technologies & applied materials industries.",,"NEW YORK STOCK EXCHANGE, INC.",Analytical Laboratory Instrument Manufacturing ,cs,16103861700,3826,Manufacturing,Avantor Inc.,Pennsylvania,AVTR,"['Chemicals: Specialty', 'Process Industries', 'Manufacturing', 'Analytical Laboratory Instrument Manufacturing ']",https://www.avantorsciences.com,19087
Michael Stubblefield,"Radnor Corporate Center, Building One","Suite 200, 100 Matsonford Road",Radnor,Avantor Inc.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Analytical Laboratory Instrument Manufacturing ,ps,16103861700,3826,Manufacturing,Avantor Inc. - 6.25% PRF CONVERT 15/05/2022 USD 50 - Ser A,Pennsylvania,AVTR-A,"['Chemicals: Specialty', 'Process Industries', 'Manufacturing', 'Analytical Laboratory Instrument Manufacturing ']",https://www.avantorsciences.com,19087
,,,,American Century ETF Trust,,,,NYSE ARCA,,et,,,,American Century ETF Trust - Avantis U.S. Equity ETF,,AVUS,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,American Century ETF Trust,,,,NYSE ARCA,,et,,,,American Century ETF Trust - Avantis U.S. Small Cap Value ETF,,AVUV,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Christopher Missling,51 W 52nd St Fl 7th,,New York,Anavex Life Sciences Corporation,US,"Anavex Life Sciences Corp. is a publicly traded biopharmaceutical company dedicated to the development of differentiated therapeutics for the treatment of neurodegenerative and neurodevelopmental disorders including Alzheimer's disease, Parkinson's disease, Rett syndrome and other central nervous system (CNS) diseases, pain and various types of cancer. Anavex's lead drug candidate, ANAVEX®2-73 (blarcamesine), recently completed a successful Phase 2a clinical trial for Alzheimer's disease. ANAVEX®2-73 (blarcamesine) is an orally available drug candidate that restores cellular homeostasis by targeting sigma-1 and muscarinic receptors. Preclinical studies demonstrated its potential to halt and/or reverse the course of Alzheimer's disease. ANAVEX®2-73 (blarcamesine) also exhibited anticonvulsant, anti-amnesic, neuroprotective and anti-depressant properties in animal models, indicating its potential to treat additional CNS disorders, including epilepsy. The Michael J. Fox Foundation for Parkinson's Research previously awarded Anavex a research grant, which fully funded a preclinical study to develop ANAVEX®2-73 (blarcamesine) for the treatment of Parkinson's disease. ANAVEX®3-71, which targets sigma-1 and muscarinic receptors, is a promising preclinical drug candidate demonstrating disease-modifying activity against the major hallmarks of Alzheimer's disease in transgenic (3xTg-AD) mice, including cognitive deficits, amyloid and tau pathologies. In preclinical trials, ANAVEX®3-71 has shown beneficial effects on mitochondrial dysfunction and neuroinflammation.",,NASDAQ CAPITAL MARKET,Pharmaceutical Preparation Manufacturing ,cs,18446893939,8731,Manufacturing,Anavex Life Sciences Corporation,New York,AVXL,"['Health Technology', 'Biotechnology', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",https://www.anavex.com,10019-6163
Mitchell Butier,207 N Goode Ave,,Glendale,Avery Dennison Corp.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Paper Bag and Coated and Treated Paper Manufacturing,cs,16263042000,2672,Manufacturing,Avery Dennison Corp.,California,AVY,"['Process Industries', 'Containers/Packaging', 'Manufacturing', 'Paper Bag and Coated and Treated Paper Manufacturing']",https://www.averydennison.com/,91203-1301
James Chirico,4655 Great America Pkwy,,Santa Clara,Avaya Holdings Corp.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Software Publishers,cs,19089536000,3661,Information,Avaya Holdings Corp.,California,AVYA,"['Electronic Technology', 'Telecommunications Equipment', 'Information', 'Software Publishers']",,95054-1236
,,,,ETF Managers Trust,,,,NYSE ARCA,,et,,,,ETF Managers Trust - ETFMG Travel Tech ETF,,AWAY,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Robert Keith,1345 Avenue of the Americas,,New York,AllianceBernstein Global High Income Fund Inc,US,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,12129691000,,,AllianceBernstein Global High Income Fund Inc,New York,AWF,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,10105-0302
Valerie Palmieri,Suite 100,12117 Bee Caves Road Building Three,Austin,Aspira Women`s Health Inc,US,,,NASDAQ/NMS (GLOBAL MARKET),Surgical and Medical Instrument Manufacturing ,cs,15125190400,2835,Manufacturing,Aspira Women`s Health Inc,Texas,AWH,"['Health Technology', 'Biotechnology', 'Manufacturing', 'Surgical and Medical Instrument Manufacturing ']",http://www.vermillion.com/,78738
Victor Grizzle,2500 Columbia Ave,,Lancaster,Armstrong World Industries Inc.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Flooring Contractors,cs,17173970611,3089,Construction,Armstrong World Industries Inc.,Pennsylvania,AWI,"['Producer Manufacturing', 'Building Products', 'Construction', 'Flooring Contractors']",http://www.armstrong.com/,17603-4117
Jeffry Sterba,1 Water St,,Camden,American Water Works Co. Inc.,US,"ith a history dating back to 1886, American Water is the largest and most geographically diverse U.S. publicly traded water and wastewater utility company. The company employs more than 6,800 dedicated professionals who provide regulated and market-based drinking water, wastewater and other related services to 15 million people in 46 states. American Water provides safe, clean, affordable and reliable water services to our customers to make sure we keep their lives flowing.",7100,"NEW YORK STOCK EXCHANGE, INC.",Water Supply and Irrigation Systems ,cs,18569554001,4941,Utilities,American Water Works Co. Inc.,New Jersey,AWK,"['Utilities', 'Water Utilities', 'Water Supply and Irrigation Systems ']",https://www.amwater.com/,08102-1658
,1900 Market St Ste 200,,Philadelphia,Aberdeen Global Premier Properties Fund,US,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,12154055700,,,Aberdeen Global Premier Properties Fund,Pennsylvania,AWP,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",https://www.aberdeenawp.com/,19103-3527
Robert Sprowls,630 E Foothill Blvd,,San Dimas,American States Water Co.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Water Supply and Irrigation Systems ,cs,19093943600,4941,Utilities,American States Water Co.,California,AWR,"['Utilities', 'Water Utilities', 'Water Supply and Irrigation Systems ']",http://www.aswater.com/,91773-1207
,,,,Aware Inc.,,,,NASDAQ/NMS (GLOBAL MARKET),Semiconductor and Related Device Manufacturing ,cs,,7372,Manufacturing,Aware Inc.,,AWRE,"['Technology Services', 'Information Technology Services', 'Communications', 'Major Telecommunications', 'Manufacturing', 'Semiconductor and Related Device Manufacturing ']",,
,,,,Tidal ETF Trust,,,,NYSE ARCA,,et,,,,Tidal ETF Trust - Aware Ultra-Short Duration Enhanced Income ETF,,AWTM,"['Investment Trusts/Mutual Funds', 'Miscellaneous']",,
,,,,Avalon Holdings Corp.,,,,NYSE MKT LLC,Hazardous Waste Treatment and Disposal ,cs,,4953,Administrative and Support and Waste Management and Remediation Services,Avalon Holdings Corp. - Class A,,AWX,"['Industrial Services', 'Environmental Services', 'Administrative and Support and Waste Management and Remediation Services', 'Hazardous Waste Treatment and Disposal ']",,
Gregory Garrabrants,9205 W Russell Rd Ste 400,,Las Vegas,Axos Financial Inc.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Savings Institutions ,cs,18586492218,6035,Finance and Insurance,Axos Financial Inc.,Nevada,AX,"['Finance', 'Savings Banks', 'Finance and Insurance', 'Savings Institutions ']",http://investors.axosfinancial.com/,89148-1468
Robert Watson,18803 Meisner Dr,,San Antonio,Abraxas Petroleum Corp.,US,,,NASDAQ CAPITAL MARKET,Crude Petroleum and Natural Gas Extraction ,cs,12104904788,1311,"Mining, Quarrying, and Oil and Gas Extraction",Abraxas Petroleum Corp.,Texas,AXAS,"['Energy Minerals', 'Oil & Gas Production', 'Integrated Oil']",http://www.abraxaspetroleum.com/,78258-4240
John Phillips,3950 S Country Club Rd Ste 470 Bldg 3-307,,Tucson,Accelerate Diagnostics Inc,US,"Accelerate Diagnostics, Inc. is an in vitro diagnostics company dedicated to providing solutions for the global challenges of antibiotic resistance and sepsis. The Accelerate Pheno® system and Accelerate PhenoTest® BC kit combine several technologies aimed at reducing the time clinicians must wait to determine the most optimal antibiotic therapy for deadly infections. The FDA cleared system and kit fully automate the sample preparation steps to report phenotypic antibiotic susceptibility results in approximately 7 hours direct from positive blood cultures. Recent external studies indicate the solution offers results 1-2 days faster than existing methods, enabling clinicians to optimize antibiotic selection and dosage specific to the individual patient days earlier.",,NASDAQ CAPITAL MARKET,Analytical Laboratory Instrument Manufacturing ,cs,13038638088,3826,Manufacturing,Accelerate Diagnostics Inc,Arizona,AXDX,"['Health Technology', 'Biotechnology', 'Medical Specialties', 'Manufacturing', 'Analytical Laboratory Instrument Manufacturing ']",http://acceleratediagnostics.com/,85714-2240
,,,,Axogen Inc.,,,,NASDAQ CAPITAL MARKET,Surgical and Medical Instrument Manufacturing ,cs,,3845,Manufacturing,Axogen Inc.,,AXGN,"['Health Technology', 'Medical Specialties', 'Manufacturing', 'Surgical and Medical Instrument Manufacturing ']",,
,,,,American Axle & Manufacturing Holdings Inc,,,,"NEW YORK STOCK EXCHANGE, INC.",Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,cs,,3714,Manufacturing,American Axle & Manufacturing Holdings Inc,,AXL,"['Producer Manufacturing', 'Auto Parts: OEM', 'Manufacturing', 'Motor Vehicle Gasoline Engine and Engine Parts Manufacturing']",,
,,,,Axcella Health Inc,,,,NASDAQ/NMS (GLOBAL MARKET),Research and Development in Biotechnology ,cs,,2836,"Professional, Scientific, and Technical Services",Axcella Health Inc,,AXLA,"['Pharmaceuticals: Major', 'Biotechnology', 'Health Technology']",,
Raymond Cohen,26 Technology Dr,,Irvine,Axonics ModulationTechnologies Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Surgical and Medical Instrument Manufacturing ,cs,19493966322,3841,Manufacturing,Axonics ModulationTechnologies Inc,California,AXNX,"['Health Technology', 'Medical Specialties', 'Manufacturing', 'Surgical and Medical Instrument Manufacturing ']",https://www.axonicsmodulation.com/,92618-2380
Gregory Garrabrants,9205 W Russell Rd Ste 400,,Las Vegas,Axos Financial Inc.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Savings Institutions ,ps,18586492218,6035,Finance and Insurance,Axos Financial Inc. - 6.25% NT REDEEM 28/02/2026 USD 25,Nevada,AXO,"['Finance', 'Savings Banks', 'Finance and Insurance', 'Savings Institutions ']",http://investors.axosfinancial.com/,89148-1468
Patrick Smith,17800 N 85th St,,Scottsdale,Axon Enterprise Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),All Other Miscellaneous Electrical Equipment and Component Manufacturing ,cs,14809910797,3699,Manufacturing,Axon Enterprise Inc,Arizona,AXON,"['Health Technology', 'Biotechnology']",https://www.axon.com/,85255-6311
Stephen Squeri,200 Vesey St Fl 50,,New York,American Express Co.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Other Activities Related to Credit Intermediation ,cs,12126402000,6099,Finance and Insurance,American Express Co.,New York,AXP,"['Finance', 'Financial Conglomerates', 'Finance/Rental/Leasing', 'Finance and Insurance', 'Other Activities Related to Credit Intermediation ']",https://www.americanexpress.com/,10285-1000
,,,,AMREP Corp.,,,,"NEW YORK STOCK EXCHANGE, INC.",General Warehousing and Storage ,cs,,2721,Transportation and Warehousing,AMREP Corp.,,AXR,"['Finance', 'Real Estate Development', 'Transportation and Warehousing', 'General Warehousing and Storage ']",,
,,,,Axis Capital Holdings Ltd,,,,"NEW YORK STOCK EXCHANGE, INC.",Direct Property and Casualty Insurance Carriers ,cs,,6331,Finance and Insurance,Axis Capital Holdings Ltd,,AXS,"['Finance', 'Property/Casualty Insurance', 'Multi-Line Insurance', 'Finance and Insurance', 'Direct Property and Casualty Insurance Carriers ']",,
,,,,Axis Capital Holdings Ltd,,,,"NEW YORK STOCK EXCHANGE, INC.",Direct Property and Casualty Insurance Carriers ,ps,,6331,Finance and Insurance,Axis Capital Holdings Ltd - 5.50% PRF PERPETUAL USD 25 - Ser E 1/100 s,,AXS-E,"['Finance', 'Property/Casualty Insurance', 'Multi-Line Insurance', 'Finance and Insurance', 'Direct Property and Casualty Insurance Carriers ']",,
Herriot Tabuteau,"22 Cortlandt Street, 16Th Floor",,New York,Axsome Therapeutics Inc,US,"Axsome Therapeutics, Inc. is a biopharmaceutical company developing novel therapies for the management of central nervous system (CNS) disorders for which there are limited treatment options. For the many people facing unsatisfactory treatments for CNS disorders, Axsome accelerates the invention and adoption of life-changing medicines. Axsome's core CNS product candidate portfolio includes five clinical-stage candidates, AXS-05, AXS-07, AXS-09, AXS-12, and AXS-14. AXS-05 is being developed for major depressive disorder (MDD), Alzheimer's disease (AD) agitation, and as a treatment for smoking cessation. AXS-07 is being developed for the acute treatment of migraine. AXS-12 is being developed for the treatment of narcolepsy. AXS-14 is being developed for fibromyalgia. AXS-05, AXS-07, AXS-09, AXS-12, and AXS-14 are investigational drug products not approved by the FDA.",,NASDAQ/NMS (GLOBAL MARKET),Pharmaceutical Preparation Manufacturing ,cs,12123323241,2834,Manufacturing,Axsome Therapeutics Inc,New York,AXSM,"['Health Technology', 'Pharmaceuticals: Other', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",http://axsome.com/,10007
Robert Bryant,2001 Market St Ste 3600,,Philadelphia,Axalta Coating Systems Ltd,US,,,"NEW YORK STOCK EXCHANGE, INC.",Paint and Coating Manufacturing,cs,18555471461,2851,Manufacturing,Axalta Coating Systems Ltd,Pennsylvania,AXTA,"['Process Industries', 'Industrial Specialties', 'Manufacturing', 'Paint and Coating Manufacturing']",http://www.axaltacs.com/,19103-7044
Morris Young,4281 Technology Dr,,Fremont,AXT Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Semiconductor and Related Device Manufacturing ,cs,15104384734,3674,Manufacturing,AXT Inc,California,AXTI,"['Electronic Technology', 'Electronic Production Equipment', 'Manufacturing', 'Semiconductor and Related Device Manufacturing ']",http://www.axt.com/,94538-6339
Clynton Nauman,200 Granville St Suite 1150,,Vancouver,Alexco Resource Corp,Canada,,,NYSE MKT LLC,Silver Ore Mining ,cs,16046334888,1044,"Mining, Quarrying, and Oil and Gas Extraction",Alexco Resource Corp,British Columbia,AXU,"['Non-Energy Minerals', 'Precious Metals', 'Other Metals/Minerals', 'Mining, Quarrying, and Oil and Gas Extraction', 'Silver Ore Mining ']",https://www.alexcoresource.com/,V6C 1S4
Santiago Seage Medela,Great West Road,,Brentford,Atlantica Sustainable Infrastructure Plc,United Kingdom,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Hydroelectric Power Generation ,cs,442070984384,4911,Utilities,Atlantica Sustainable Infrastructure Plc,Middlesex,AY,"['Utilities', 'Alternative Power Generation', 'Hydroelectric Power Generation ']",https://www.atlantica.com/,TW8 9DF
,,,,"Acuity Brands, Inc.",,,,"NEW YORK STOCK EXCHANGE, INC.","Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing ",cs,,3646,Manufacturing,"Acuity Brands, Inc.",,AYI,"['Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing ', 'Manufacturing', 'Electrical Products', 'Producer Manufacturing']",,
,,,,Ayala Pharmaceuticals Inc,,,,NASDAQ/NMS (GLOBAL MARKET),Biological Product (except Diagnostic) Manufacturing ,cs,,2836,Manufacturing,Ayala Pharmaceuticals Inc,,AYLA,"['Health Technology', 'Pharmaceuticals: Major', 'Manufacturing', 'Biological Product (except Diagnostic) Manufacturing ']",,
Michael Richardson,"900 E. Old Settlers Boulevard, Suite 100",,Round Rock,AYRO Inc,US,,,NASDAQ CAPITAL MARKET,"Data Processing, Hosting, and Related Services",cs,15129944917,4899,Information,AYRO Inc,Texas,AYRO,"['Consumer Services', 'Other Consumer Services', 'Producer Manufacturing', 'Auto Parts: OEM', 'Information', 'Data Processing, Hosting, and Related Services']",https://ayro.com/,78664
